Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,dtHours,sinTime,sinDay,year,Snow,Clear,Cloudy,Hail,Drizzle,Fog,Rain,Haze,Thunder
-0.9,-3.6,82.0,31.0,19.0,24.1,99.79,-6.0,3.0,0.9659258262890684,-0.2219215130041667,2014,0,0,1,0,0,0,0,0,0
-1.0,-4.7,76.0,31.0,26.0,24.1,99.86,-7.0,3.0,0.4999999999999999,-0.2219215130041667,2014,0,0,1,0,0,0,0,0,0
-0.7,-4.6,75.0,28.0,18.0,24.1,99.75,-6.0,3.0,-0.2588190451025208,-0.2219215130041667,2014,0,0,1,0,0,0,0,0,0
-1.4,-4.9,77.0,29.0,26.0,24.1,99.79,-8.0,3.0,-0.8660254037844385,-0.2219215130041667,2014,0,0,1,0,0,0,0,0,0
-2.5,-6.3,75.0,34.0,22.0,24.1,99.89,-9.0,3.0,-0.9659258262890684,-0.2219215130041667,2014,0,0,1,0,0,0,0,0,0
-3.2,-6.0,81.0,35.0,20.0,24.1,99.83,-9.0,3.0,-0.5000000000000004,-0.2219215130041667,2014,0,0,1,0,0,0,0,0,0
-4.4,-7.0,82.0,35.0,23.0,24.1,99.9,-11.0,3.0,0.2588190451025207,-0.2051044998686192,2014,0,0,1,0,0,0,0,0,0
-4.2,-6.7,83.0,35.0,14.0,24.1,99.95,-9.0,3.0,0.8660254037844386,-0.2051044998686192,2014,0,0,1,0,0,0,0,0,0
-5.0,-7.8,81.0,33.0,31.0,24.1,100.06,-13.0,3.0,0.9659258262890684,-0.2051044998686192,2014,0,0,1,0,0,0,0,0,0
-3.7,-7.2,77.0,34.0,19.0,24.1,100.2,-10.0,3.0,0.4999999999999999,-0.2051044998686192,2014,0,0,1,0,0,0,0,0,0
-1.3,-6.9,66.0,34.0,26.0,24.1,100.1,-8.0,3.0,-0.2588190451025208,-0.2051044998686192,2014,0,0,1,0,0,0,0,0,0
-1.0,-6.4,67.0,35.0,15.0,24.1,100.17,-6.0,3.0,-0.8660254037844385,-0.2051044998686192,2014,0,0,1,0,0,0,0,0,0
-2.2,-7.1,69.0,33.0,25.0,24.1,100.37,-9.0,3.0,-0.9659258262890684,-0.2051044998686192,2014,0,0,1,0,0,0,0,0,0
-2.7,-6.9,73.0,30.0,11.0,24.1,100.43,-7.0,3.0,-0.5000000000000004,-0.2051044998686192,2014,0,0,1,0,0,0,0,0,0
-4.3,-6.3,86.0,35.0,10.0,24.1,100.37,-8.0,3.0,0.2588190451025207,-0.1882267098432439,2014,0,1,0,0,0,0,0,0,0
-5.7,-8.1,83.0,36.0,9.0,24.1,100.36,-10.0,3.0,0.8660254037844386,-0.1882267098432439,2014,0,1,0,0,0,0,0,0,0
-4.9,-6.6,88.0,33.0,13.0,24.1,100.51,-10.0,3.0,0.9659258262890684,-0.1882267098432439,2014,0,1,0,0,0,0,0,0,0
-3.8,-6.3,83.0,34.0,10.0,24.1,100.55,-8.0,3.0,0.4999999999999999,-0.1882267098432439,2014,0,1,0,0,0,0,0,0,0
-0.7,-7.5,60.0,3.0,10.0,24.1,100.36,-4.0,3.0,-0.2588190451025208,-0.1882267098432439,2014,0,1,0,0,0,0,0,0,0
-1.1,-5.9,70.0,13.0,8.0,24.1,100.35,-4.0,3.0,-0.8660254037844385,-0.1882267098432439,2014,0,0,1,0,0,0,0,0,0
-2.2,-5.4,79.0,17.0,4.0,24.1,100.45,-4.0,3.0,-0.9659258262890684,-0.1882267098432439,2014,0,0,1,0,0,0,0,0,0
-2.1,-4.3,85.0,27.0,3.0,24.1,100.43,-3.0,3.0,-0.5000000000000004,-0.1882267098432439,2014,0,0,1,0,0,0,0,0,0
-2.4,-6.2,75.0,34.0,4.0,24.1,100.44,-4.0,6.0,0.8660254037844386,-0.1712931441814778,2014,0,0,1,0,0,0,0,0,0
-1.0,-4.7,76.0,29.0,5.0,24.1,100.6,-3.0,6.0,0.4999999999999999,-0.1712931441814778,2014,0,0,1,0,0,0,0,0,0
-0.8,-5.8,69.0,16.0,4.0,24.1,100.46,-2.0,12.0,-0.5000000000000004,-0.1712931441814778,2014,0,0,1,0,0,0,0,0,0
-0.2,-5.6,67.0,15.0,9.0,24.1,100.39,-3.0,3.0,0.2588190451025207,-0.154308820664281,2014,0,0,1,0,0,0,0,0,0
-0.4,-5.4,69.0,13.0,10.0,24.1,100.28,-4.0,3.0,0.8660254037844386,-0.154308820664281,2014,0,0,1,0,0,0,0,0,0
-0.2,-4.8,71.0,11.0,15.0,24.1,100.19,-5.0,3.0,0.9659258262890684,-0.154308820664281,2014,0,0,1,0,0,0,0,0,0
0.0,-5.8,65.0,28.0,19.0,24.1,99.76,-5.0,156.0,-0.9659258262890684,-0.0516196672232541,2014,0,1,0,0,0,0,0,0,0
-1.1,-5.3,73.0,25.0,14.0,24.1,99.83,-6.0,3.0,-0.5000000000000004,-0.0516196672232541,2014,0,0,1,0,0,0,0,0,0
-0.6,-9.0,53.0,31.0,23.0,24.1,100.07,-6.0,6.0,0.8660254037844386,-0.0344216116227458,2014,0,0,1,0,0,0,0,0,0
-2.3,-9.3,59.0,33.0,16.0,24.1,100.19,-7.0,3.0,0.9659258262890684,-0.0344216116227458,2014,0,0,1,0,0,0,0,0,0
-2.1,-8.2,63.0,2.0,11.0,24.1,100.38,-6.0,3.0,0.4999999999999999,-0.0344216116227458,2014,0,0,1,0,0,0,0,0,0
-1.7,-8.7,59.0,27.0,12.0,24.1,100.32,-6.0,3.0,-0.2588190451025208,-0.0344216116227458,2014,0,0,1,0,0,0,0,0,0
-1.5,-11.4,47.0,28.0,20.0,24.1,100.36,-7.0,3.0,-0.8660254037844385,-0.0344216116227458,2014,0,0,1,0,0,0,0,0,0
-2.8,-11.4,52.0,30.0,21.0,24.1,100.49,-9.0,3.0,-0.9659258262890684,-0.0344216116227458,2014,0,0,1,0,0,0,0,0,0
-3.3,-11.8,52.0,29.0,19.0,24.1,100.58,-9.0,3.0,-0.5000000000000004,-0.0344216116227458,2014,0,0,1,0,0,0,0,0,0
-4.9,-10.3,66.0,28.0,15.0,24.1,100.67,-10.0,3.0,0.2588190451025207,-0.0172133561558352,2014,0,0,1,0,0,0,0,0,0
-5.6,-10.6,68.0,35.0,13.0,24.1,100.84,-11.0,3.0,0.8660254037844386,-0.0172133561558352,2014,0,0,1,0,0,0,0,0,0
-6.5,-9.9,77.0,3.0,7.0,24.1,100.81,-10.0,2.0,1.0,-0.0172133561558352,2014,1,0,0,0,0,0,0,0,0
-6.6,-10.3,75.0,2.0,8.0,24.1,100.89,-10.0,1.0,0.9659258262890684,-0.0172133561558352,2014,1,0,0,0,0,0,0,0,0
-6.9,-11.3,71.0,3.0,9.0,24.1,100.98,-11.0,1.0,0.8660254037844387,-0.0172133561558352,2014,1,0,0,0,0,0,0,0,0
-6.8,-12.3,65.0,3.0,6.0,24.1,101.06,-10.0,2.0,0.4999999999999999,-0.0172133561558352,2014,0,0,1,0,0,0,0,0,0
-3.8,-12.5,51.0,24.0,10.0,24.1,100.77,-8.0,3.0,-0.2588190451025208,-0.0172133561558352,2014,0,0,1,0,0,0,0,0,0
-4.4,-14.1,47.0,26.0,26.0,24.1,100.74,-12.0,3.0,-0.8660254037844385,-0.0172133561558352,2014,0,0,1,0,0,0,0,0,0
-6.8,-9.5,81.0,25.0,28.0,24.1,100.79,-15.0,3.0,-0.9659258262890684,-0.0172133561558352,2014,1,0,0,0,0,0,0,0,0
-6.2,-13.9,55.0,26.0,32.0,24.1,100.65,-15.0,3.0,-0.5000000000000004,-0.0172133561558352,2014,0,0,1,0,0,0,0,0,0
-6.7,-12.2,65.0,27.0,36.0,24.1,100.58,-16.0,3.0,0.2588190451025207,6.432490598706546e-16,2014,1,0,0,0,0,0,0,0,0
-8.9,-12.6,75.0,26.0,22.0,24.1,100.57,-17.0,3.0,0.8660254037844386,6.432490598706546e-16,2014,0,1,0,0,0,0,0,0,0
-8.8,-12.6,74.0,26.0,23.0,24.1,100.55,-17.0,2.0,1.0,6.432490598706546e-16,2014,1,0,0,0,0,0,0,0,0
-9.0,-13.3,71.0,24.0,20.0,24.1,100.55,-17.0,1.0,0.9659258262890684,6.432490598706546e-16,2014,0,1,0,0,0,0,0,0,0
-7.0,-12.7,64.0,24.0,23.0,24.1,100.51,-15.0,3.0,0.4999999999999999,6.432490598706546e-16,2014,0,0,1,0,0,0,0,0,0
-7.7,-11.7,73.0,25.0,29.0,4.8,100.45,-16.0,1.0,0.258819045102521,6.432490598706546e-16,2014,1,0,0,0,0,0,0,0,0
-7.7,-11.9,72.0,26.0,29.0,4.8,100.35,-16.0,1.0,1.2246467991473532e-16,6.432490598706546e-16,2014,1,0,0,0,0,0,0,0,0
-7.1,-14.3,57.0,26.0,32.0,24.1,100.23,-16.0,1.0,-0.2588190451025208,6.432490598706546e-16,2014,0,0,1,0,0,0,0,0,0
-7.2,-15.7,51.0,24.0,33.0,24.1,99.95,-16.0,3.0,-0.8660254037844385,6.432490598706546e-16,2014,0,1,0,0,0,0,0,0,0
-7.3,-13.0,64.0,22.0,23.0,24.1,99.72,-15.0,3.0,-0.9659258262890684,6.432490598706546e-16,2014,0,0,1,0,0,0,0,0,0
-7.0,-16.0,49.0,24.0,26.0,24.1,99.52,-15.0,3.0,-0.5000000000000004,6.432490598706546e-16,2014,0,0,1,0,0,0,0,0,0
-7.6,-16.1,51.0,24.0,27.0,24.1,99.37,-16.0,3.0,0.2588190451025207,0.0172133561558346,2015,0,1,0,0,0,0,0,0,0
-7.6,-14.1,60.0,24.0,31.0,24.1,99.23,-17.0,3.0,0.8660254037844386,0.0172133561558346,2015,0,0,1,0,0,0,0,0,0
-6.5,-12.6,62.0,23.0,28.0,24.1,99.23,-15.0,3.0,0.9659258262890684,0.0172133561558346,2015,0,0,1,0,0,0,0,0,0
-5.8,-12.2,61.0,23.0,34.0,24.1,99.09,-15.0,3.0,0.4999999999999999,0.0172133561558346,2015,0,0,1,0,0,0,0,0,0
-4.2,-11.3,58.0,24.0,32.0,24.1,98.83,-12.0,3.0,-0.2588190451025208,0.0172133561558346,2015,0,0,1,0,0,0,0,0,0
-3.7,-11.5,55.0,25.0,30.0,24.1,98.89,-11.0,3.0,-0.8660254037844385,0.0172133561558346,2015,0,0,1,0,0,0,0,0,0
-2.7,-11.3,52.0,23.0,20.0,24.1,99.01,-9.0,3.0,-0.9659258262890684,0.0172133561558346,2015,0,0,1,0,0,0,0,0,0
-2.1,-8.0,64.0,25.0,27.0,24.1,99.2,-9.0,3.0,-0.5000000000000004,0.0172133561558346,2015,0,0,1,0,0,0,0,0,0
-1.9,-6.9,69.0,24.0,29.0,24.1,99.31,-9.0,2.0,0.0,0.0344216116227457,2015,1,0,0,0,0,0,0,0,0
-2.0,-6.2,73.0,27.0,22.0,12.9,99.36,-8.0,1.0,0.2588190451025207,0.0344216116227457,2015,1,0,0,0,0,0,0,0,0
-3.0,-6.0,80.0,30.0,26.0,14.5,99.59,-10.0,3.0,0.8660254037844386,0.0344216116227457,2015,1,0,0,0,0,0,0,0,0
-3.5,-8.2,70.0,28.0,13.0,24.1,99.9,-8.0,3.0,0.9659258262890684,0.0344216116227457,2015,0,0,1,0,0,0,0,0,0
-3.3,-8.6,67.0,28.0,20.0,24.1,100.17,-9.0,3.0,0.4999999999999999,0.0344216116227457,2015,0,1,0,0,0,0,0,0,0
-2.5,-11.3,51.0,30.0,30.0,24.1,100.25,-10.0,3.0,-0.2588190451025208,0.0344216116227457,2015,0,0,1,0,0,0,0,0,0
-2.1,-11.5,49.0,27.0,27.0,24.1,100.43,-9.0,3.0,-0.8660254037844385,0.0344216116227457,2015,0,0,1,0,0,0,0,0,0
-4.6,-11.2,60.0,31.0,9.0,24.1,100.64,-8.0,3.0,-0.9659258262890684,0.0344216116227457,2015,0,0,1,0,0,0,0,0,0
-4.6,-11.0,61.0,21.0,3.0,24.1,100.82,-6.0,3.0,-0.5000000000000004,0.0344216116227457,2015,0,0,1,0,0,0,0,0,0
-5.7,-10.7,68.0,7.0,5.0,24.1,100.86,-8.0,3.0,0.2588190451025207,0.0516196672232537,2015,0,0,1,0,0,0,0,0,0
-4.4,-7.2,81.0,7.0,10.0,24.1,100.82,-9.0,3.0,0.8660254037844386,0.0516196672232537,2015,0,0,1,0,0,0,0,0,0
-1.8,-5.5,76.0,10.0,18.0,24.1,100.59,-7.0,3.0,0.9659258262890684,0.0516196672232537,2015,0,0,1,0,0,0,0,0,0
-0.7,-4.6,75.0,10.0,24.0,16.1,100.45,-7.0,3.0,0.4999999999999999,0.0516196672232537,2015,0,0,1,0,0,0,0,0,0
0.0,-4.5,72.0,12.0,26.0,9.7,100.18,-6.0,2.0,1.2246467991473532e-16,0.0516196672232537,2015,1,0,0,0,0,0,0,0,0
-1.0,-2.6,89.0,11.0,18.0,1.0,100.01,-6.0,1.0,-0.2588190451025208,0.0516196672232537,2015,1,0,0,0,0,0,0,0,0
-1.0,-1.8,94.0,11.0,22.0,1.0,99.79,-7.0,1.0,-0.4999999999999997,0.0516196672232537,2015,1,0,0,0,0,0,0,0,0
-0.7,-1.6,94.0,11.0,29.0,4.8,99.58,-7.0,1.0,-0.7071067811865471,0.0516196672232537,2015,1,0,0,1,0,0,0,0,0
-0.1,-1.0,94.0,11.0,19.0,6.4,99.52,-5.0,1.0,-0.8660254037844385,0.0516196672232537,2015,0,0,0,0,0,1,1,0,0
-0.7,-1.8,92.0,29.0,26.0,1.2,98.74,-7.0,27.0,-0.9659258262890684,0.0688024268023198,2015,1,0,0,0,0,0,0,0,0
-2.8,-7.7,69.0,29.0,39.0,24.1,99.05,-11.0,3.0,-0.5000000000000004,0.0688024268023198,2015,0,0,1,0,0,0,0,0,0
-5.8,-11.0,67.0,28.0,41.0,24.1,99.4,-15.0,3.0,0.2588190451025207,0.0859647987374464,2015,0,0,1,0,0,0,0,0,0
-7.9,-11.3,77.0,27.0,34.0,6.4,99.78,-17.0,3.0,0.8660254037844386,0.0859647987374464,2015,1,0,0,0,0,0,0,0,0
-8.7,-12.9,72.0,27.0,40.0,8.1,99.89,-19.0,1.0,0.9659258262890684,0.0859647987374464,2015,1,0,0,0,0,0,0,0,0
-10.4,-12.8,83.0,26.0,41.0,2.4,100.01,-21.0,1.0,1.0,0.0859647987374464,2015,1,0,0,0,0,0,0,0,0
-11.1,-16.1,67.0,28.0,44.0,12.9,100.13,-23.0,1.0,0.9659258262890684,0.0859647987374464,2015,1,0,0,0,0,0,0,0,0
-11.6,-16.9,65.0,27.0,37.0,24.1,100.46,-23.0,3.0,0.4999999999999999,0.0859647987374464,2015,0,1,0,0,0,0,0,0,0
-11.1,-16.6,64.0,26.0,40.0,24.1,100.48,-22.0,3.0,-0.2588190451025208,0.0859647987374464,2015,0,1,0,0,0,0,0,0,0
-12.1,-18.8,58.0,26.0,41.0,24.1,100.71,-24.0,3.0,-0.8660254037844385,0.0859647987374464,2015,0,1,0,0,0,0,0,0,0
-13.4,-17.3,73.0,25.0,25.0,24.1,100.84,-23.0,3.0,-0.9659258262890684,0.0859647987374464,2015,0,1,0,0,0,0,0,0,0
-13.6,-17.1,75.0,23.0,13.0,24.1,100.73,-21.0,3.0,-0.5000000000000004,0.0859647987374464,2015,0,1,0,0,0,0,0,0,0
-13.6,-17.0,76.0,25.0,6.0,24.1,100.59,-18.0,3.0,0.2588190451025207,0.1031016974474348,2015,0,0,1,0,0,0,0,0,0
-12.6,-16.8,71.0,23.0,11.0,24.1,100.47,-19.0,3.0,0.8660254037844386,0.1031016974474348,2015,0,0,1,0,0,0,0,0,0
-11.8,-16.1,71.0,27.0,9.0,24.1,100.2,-17.0,3.0,0.9659258262890684,0.1031016974474348,2015,0,0,1,0,0,0,0,0,0
-11.5,-15.6,72.0,22.0,16.0,11.3,100.19,-19.0,1.0,0.8660254037844387,0.1031016974474348,2015,1,0,0,0,0,0,0,0,0
-11.4,-14.2,80.0,24.0,16.0,3.2,100.17,-19.0,1.0,0.7071067811865476,0.1031016974474348,2015,1,0,0,0,0,0,0,0,0
-10.6,-14.2,75.0,24.0,17.0,12.9,100.11,-18.0,1.0,0.4999999999999999,0.1031016974474348,2015,1,0,0,0,0,0,0,0,0
-9.2,-14.1,68.0,24.0,27.0,16.1,99.75,-18.0,3.0,-0.2588190451025208,0.1031016974474348,2015,1,0,0,0,0,0,0,0,0
-8.6,-15.3,59.0,25.0,31.0,24.1,99.62,-18.0,3.0,-0.8660254037844385,0.1031016974474348,2015,0,0,1,0,0,0,0,0,0
-9.9,-15.1,66.0,24.0,29.0,24.1,99.48,-19.0,3.0,-0.9659258262890684,0.1031016974474348,2015,0,0,1,0,0,0,0,0,0
-9.6,-14.1,70.0,22.0,23.0,24.1,99.38,-18.0,1.0,-0.8660254037844386,0.1031016974474348,2015,1,0,0,0,0,0,0,0,0
-9.4,-13.6,72.0,24.0,29.0,16.1,99.29,-19.0,1.0,-0.7071067811865477,0.1031016974474348,2015,1,0,0,0,0,0,0,0,0
-9.5,-13.1,75.0,23.0,27.0,19.3,99.15,-18.0,1.0,-0.5000000000000004,0.1031016974474348,2015,1,0,0,0,0,0,0,0,0
-10.2,-14.2,73.0,25.0,27.0,24.1,98.96,-19.0,3.0,0.2588190451025207,0.1202080448993527,2015,0,1,0,0,0,0,0,0,0
-11.0,-13.2,84.0,34.0,34.0,1.2,99.13,-21.0,3.0,0.8660254037844386,0.1202080448993527,2015,1,0,0,0,0,0,0,0,0
-13.9,-18.3,70.0,34.0,30.0,24.1,99.52,-25.0,3.0,0.9659258262890684,0.1202080448993527,2015,0,0,1,0,0,0,0,0,0
-17.6,-24.0,58.0,34.0,29.0,24.1,99.98,-29.0,3.0,0.4999999999999999,0.1202080448993527,2015,0,1,0,0,0,0,0,0,0
-15.7,-21.8,60.0,34.0,29.0,24.1,100.23,-27.0,3.0,-0.2588190451025208,0.1202080448993527,2015,0,1,0,0,0,0,0,0,0
-15.7,-20.3,68.0,31.0,31.0,6.4,100.29,-27.0,1.0,-0.4999999999999997,0.1202080448993527,2015,1,0,0,0,0,0,0,0,0
-16.2,-24.2,51.0,30.0,36.0,24.1,100.5,-29.0,2.0,-0.8660254037844385,0.1202080448993527,2015,0,1,0,0,0,0,0,0,0
-17.5,-24.9,53.0,29.0,23.0,24.1,100.68,-28.0,3.0,-0.9659258262890684,0.1202080448993527,2015,0,1,0,0,0,0,0,0,0
-17.3,-21.9,68.0,25.0,24.0,24.1,100.66,-28.0,3.0,-0.5000000000000004,0.1202080448993527,2015,0,1,0,0,0,0,0,0,0
-16.6,-19.7,77.0,23.0,20.0,19.3,100.52,-26.0,2.0,0.0,0.1372787721132647,2015,1,0,0,0,0,0,0,0,0
-16.8,-19.9,77.0,22.0,13.0,24.1,100.45,-25.0,1.0,0.2588190451025207,0.1372787721132647,2015,0,1,0,0,0,0,0,0,0
-13.4,-16.9,75.0,25.0,33.0,19.3,100.39,-24.0,2.0,0.7071067811865476,0.1372787721132647,2015,1,0,0,0,0,0,0,0,0
-12.8,-17.9,66.0,25.0,41.0,19.3,100.31,-25.0,1.0,0.8660254037844386,0.1372787721132647,2015,1,0,0,0,0,0,0,0,0
-13.8,-17.8,72.0,24.0,30.0,19.3,100.29,-24.0,1.0,0.9659258262890684,0.1372787721132647,2015,1,0,0,0,0,0,0,0,0
-13.9,-18.3,70.0,24.0,26.0,24.1,100.32,-24.0,1.0,1.0,0.1372787721132647,2015,1,0,0,0,0,0,0,0,0
-13.6,-17.8,71.0,24.0,32.0,24.1,100.29,-25.0,1.0,0.9659258262890684,0.1372787721132647,2015,1,0,0,0,0,0,0,0,0
-13.2,-17.1,73.0,23.0,25.0,12.9,100.28,-23.0,2.0,0.7071067811865476,0.1372787721132647,2015,1,0,0,0,0,0,0,0,0
-12.1,-16.2,72.0,23.0,26.0,24.1,100.24,-22.0,1.0,0.4999999999999999,0.1372787721132647,2015,1,0,0,0,0,0,0,0,0
-10.3,-15.3,67.0,24.0,32.0,24.1,99.84,-20.0,3.0,-0.2588190451025208,0.1372787721132647,2015,0,0,1,0,0,0,0,0,0
-9.9,-16.9,57.0,23.0,39.0,24.1,99.62,-21.0,3.0,-0.8660254037844385,0.1372787721132647,2015,0,0,1,0,0,0,0,0,0
-10.0,-14.7,69.0,21.0,34.0,19.3,99.34,-20.0,3.0,-0.9659258262890684,0.1372787721132647,2015,1,0,0,0,0,0,0,0,0
-10.4,-13.4,79.0,21.0,21.0,8.1,99.04,-19.0,2.0,-0.7071067811865477,0.1372787721132647,2015,1,0,0,0,0,0,0,0,0
-10.2,-13.8,75.0,20.0,26.0,9.7,98.92,-19.0,1.0,-0.5000000000000004,0.1372787721132647,2015,1,0,0,0,0,0,0,0,0
-10.3,-13.0,81.0,20.0,18.0,4.8,98.72,-18.0,1.0,-0.2588190451025215,0.1372787721132647,2015,1,0,0,0,0,0,0,0,0
-10.0,-12.1,85.0,20.0,21.0,2.0,98.56,-18.0,1.0,0.0,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-9.4,-12.2,80.0,24.0,34.0,4.8,98.48,-19.0,1.0,0.2588190451025207,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-9.6,-13.1,76.0,24.0,28.0,4.8,98.42,-19.0,1.0,0.4999999999999999,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-9.6,-12.9,77.0,23.0,24.0,12.9,98.42,-18.0,1.0,0.7071067811865476,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-9.1,-13.3,72.0,23.0,30.0,12.9,98.39,-18.0,1.0,0.8660254037844386,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-8.8,-13.0,72.0,24.0,33.0,19.3,98.44,-18.0,2.0,1.0,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-9.6,-12.3,81.0,26.0,35.0,6.4,98.56,-20.0,1.0,0.9659258262890684,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-9.7,-13.7,73.0,23.0,27.0,16.1,98.82,-19.0,2.0,0.7071067811865476,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-8.4,-12.2,74.0,25.0,32.0,24.1,98.94,-18.0,1.0,0.4999999999999999,0.1543088206642811,2015,0,1,0,0,0,0,0,0,0
-6.7,-11.5,69.0,26.0,40.0,24.1,98.98,-16.0,1.0,0.258819045102521,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-7.4,-10.0,82.0,27.0,42.0,1.2,99.06,-17.0,1.0,1.2246467991473532e-16,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-8.2,-10.4,84.0,29.0,33.0,0.8,99.12,-18.0,1.0,-0.2588190451025208,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-8.0,-10.7,81.0,29.0,26.0,12.9,99.18,-16.0,1.0,-0.4999999999999997,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-8.1,-13.6,65.0,25.0,46.0,12.9,99.29,-19.0,1.0,-0.7071067811865471,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-8.7,-14.0,66.0,25.0,39.0,24.1,99.4,-19.0,1.0,-0.8660254037844385,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-9.9,-14.2,71.0,26.0,37.0,24.1,99.51,-20.0,1.0,-0.9659258262890684,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-10.4,-16.2,63.0,25.0,33.0,24.1,99.61,-20.0,1.0,-1.0,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-10.8,-15.8,67.0,26.0,39.0,24.1,99.71,-22.0,1.0,-0.9659258262890684,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-11.9,-14.4,82.0,25.0,30.0,9.7,99.91,-22.0,3.0,-0.5000000000000004,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-12.5,-16.7,71.0,26.0,41.0,24.1,99.95,-24.0,1.0,-0.2588190451025215,0.1543088206642811,2015,1,0,0,0,0,0,0,0,0
-13.2,-17.9,68.0,26.0,38.0,24.1,100.01,-25.0,1.0,0.0,0.1712931441814776,2015,1,0,0,0,0,0,0,0,0
-13.9,-18.4,69.0,26.0,27.0,24.1,100.06,-24.0,1.0,0.2588190451025207,0.1712931441814776,2015,1,0,0,0,0,0,0,0,0
-15.3,-19.0,74.0,22.0,30.0,24.1,100.28,-26.0,3.0,0.8660254037844386,0.1712931441814776,2015,0,1,0,0,0,0,0,0,0
-15.6,-19.4,73.0,23.0,22.0,24.1,100.44,-25.0,3.0,0.9659258262890684,0.1712931441814776,2015,0,1,0,0,0,0,0,0,0
-13.9,-19.0,66.0,23.0,32.0,24.1,100.69,-25.0,3.0,0.4999999999999999,0.1712931441814776,2015,0,1,0,0,0,0,0,0,0
-10.8,-16.7,62.0,25.0,44.0,24.1,100.59,-22.0,3.0,-0.2588190451025208,0.1712931441814776,2015,1,0,0,0,0,0,0,0,0
-10.5,-16.9,60.0,23.0,25.0,24.1,100.51,-19.0,3.0,-0.8660254037844385,0.1712931441814776,2015,0,1,0,0,0,0,0,0,0
-11.9,-17.6,63.0,24.0,27.0,24.1,100.67,-22.0,3.0,-0.9659258262890684,0.1712931441814776,2015,0,1,0,0,0,0,0,0,0
-13.2,-18.1,67.0,24.0,16.0,24.1,100.78,-21.0,3.0,-0.5000000000000004,0.1712931441814776,2015,0,1,0,0,0,0,0,0,0
-10.8,-15.3,70.0,22.0,12.0,24.1,100.73,-17.0,3.0,0.2588190451025207,0.1882267098432442,2015,0,0,1,0,0,0,0,0,0
-8.2,-14.1,63.0,24.0,19.0,24.1,100.78,-15.0,3.0,0.8660254037844386,0.1882267098432442,2015,0,0,1,0,0,0,0,0,0
-4.6,-10.2,65.0,21.0,16.0,24.1,100.73,-10.0,6.0,0.4999999999999999,0.1882267098432442,2015,0,0,1,0,0,0,0,0,0
-1.4,-9.6,54.0,23.0,23.0,24.1,100.49,-7.0,3.0,-0.2588190451025208,0.1882267098432442,2015,0,0,1,0,0,0,0,0,0
-0.8,-8.5,56.0,20.0,12.0,24.1,100.48,-5.0,3.0,-0.8660254037844385,0.1882267098432442,2015,0,0,1,0,0,0,0,0,0
-1.5,-8.1,61.0,21.0,16.0,24.1,100.5,-6.0,3.0,-0.9659258262890684,0.1882267098432442,2015,0,0,1,0,0,0,0,0,0
-1.0,-8.3,58.0,22.0,16.0,24.1,100.4,-6.0,3.0,-0.5000000000000004,0.1882267098432442,2015,0,0,1,0,0,0,0,0,0
-1.6,-5.1,77.0,24.0,26.0,9.7,100.35,-8.0,2.0,0.0,0.2051044998686192,2015,1,0,0,0,0,0,0,0,0
-2.2,-3.6,90.0,23.0,10.0,6.4,100.31,-6.0,1.0,0.2588190451025207,0.2051044998686192,2015,1,0,0,0,0,0,0,0,0
-2.0,-3.6,89.0,22.0,13.0,16.1,100.29,-6.0,1.0,0.4999999999999999,0.2051044998686192,2015,1,0,0,0,0,0,0,0,0
-2.0,-3.7,88.0,24.0,11.0,8.1,100.26,-6.0,1.0,0.7071067811865476,0.2051044998686192,2015,1,0,0,0,0,0,0,0,0
-2.1,-3.8,88.0,23.0,9.0,9.7,100.2,-6.0,1.0,0.8660254037844386,0.2051044998686192,2015,1,0,0,0,0,0,0,0,0
-2.2,-3.6,90.0,22.0,10.0,8.1,100.16,-6.0,1.0,0.9659258262890684,0.2051044998686192,2015,1,0,0,0,0,0,0,0,0
-2.4,-3.5,92.0,23.0,10.0,4.8,100.16,-6.0,1.0,1.0,0.2051044998686192,2015,1,0,0,0,0,0,0,0,0
-2.4,-3.5,92.0,23.0,11.0,4.8,100.13,-6.0,1.0,0.9659258262890684,0.2051044998686192,2015,1,0,0,0,0,0,0,0,0
