Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,dtHours,sinTime,sinDay,year,Snow,Clear,Cloudy,Hail,Drizzle,Fog,Rain,Haze,Thunder
-1.5,-5.2,76.0,1.0,11.0,24.1,100.96,-5.0,0.0,0.2588190451025207,-0.8840675099433637,2013,0,1,0,0,0,0,0,0,0
-2.2,-5.9,76.0,36.0,10.0,24.1,100.98,-6.0,3.0,0.8660254037844386,-0.8840675099433637,2013,0,1,0,0,0,0,0,0,0
-2.7,-5.5,81.0,36.0,9.0,24.1,101.06,-6.0,3.0,0.9659258262890684,-0.8840675099433637,2013,0,1,0,0,0,0,0,0,0
-1.4,-5.1,76.0,35.0,14.0,24.1,100.13,-6.0,117.0,0.8660254037844386,-0.8406184056344783,2013,0,0,1,0,0,0,0,0,0
-2.3,-6.9,71.0,36.0,13.0,24.1,100.48,-7.0,3.0,0.9659258262890684,-0.8406184056344783,2013,0,1,0,0,0,0,0,0,0
-0.9,-7.3,62.0,31.0,5.0,24.1,101.27,-3.0,15.0,-0.5000000000000004,-0.8406184056344783,2013,0,1,0,0,0,0,0,0,0
-2.3,-7.1,70.0,27.0,4.0,24.1,101.34,-4.0,3.0,0.2588190451025207,-0.8311706263658079,2013,0,1,0,0,0,0,0,0,0
-3.8,-7.4,76.0,36.0,5.0,24.1,101.44,-6.0,3.0,0.8660254037844386,-0.8311706263658079,2013,0,1,0,0,0,0,0,0,0
-1.9,-6.7,70.0,2.0,5.0,24.1,101.55,-4.0,3.0,0.9659258262890684,-0.8311706263658079,2013,0,0,1,0,0,0,0,0,0
-1.0,-7.0,64.0,32.0,30.0,24.1,99.87,-8.0,183.0,-0.5000000000000004,-0.7583058084785625,2013,0,0,1,0,0,0,0,0,0
-3.3,-5.9,82.0,34.0,16.0,24.1,100.09,-9.0,3.0,0.2588190451025207,-0.7469720876965551,2013,0,0,1,0,0,0,0,0,0
-4.4,-7.5,79.0,33.0,13.0,24.1,100.28,-9.0,3.0,0.8660254037844386,-0.7469720876965551,2013,0,1,0,0,0,0,0,0,0
-4.4,-6.9,83.0,33.0,17.0,24.1,100.52,-10.0,3.0,0.9659258262890684,-0.7469720876965551,2013,0,1,0,0,0,0,0,0,0
-0.1,-7.4,58.0,31.0,33.0,24.1,100.65,-7.0,3.0,0.4999999999999999,-0.7469720876965551,2013,0,1,0,0,0,0,0,0,0
-0.9,-11.4,45.0,30.0,29.0,24.1,100.69,-8.0,6.0,-0.8660254037844385,-0.7469720876965551,2013,0,0,1,0,0,0,0,0,0
-3.1,-9.6,61.0,29.0,20.0,24.1,100.77,-9.0,3.0,-0.9659258262890684,-0.7469720876965551,2013,0,1,0,0,0,0,0,0,0
-4.2,-10.2,63.0,28.0,14.0,24.1,100.86,-9.0,3.0,-0.5000000000000004,-0.7469720876965551,2013,0,0,1,0,0,0,0,0,0
-5.9,-10.5,70.0,32.0,10.0,24.1,100.9,-10.0,3.0,0.2588190451025207,-0.7354170229639858,2013,0,1,0,0,0,0,0,0,0
-4.7,-9.2,71.0,32.0,5.0,24.1,100.87,-7.0,3.0,0.8660254037844386,-0.7354170229639858,2013,0,0,1,0,0,0,0,0,0
-4.1,-8.4,72.0,19.0,9.0,24.1,100.82,-8.0,2.0,1.0,-0.7354170229639858,2013,1,0,0,0,0,0,0,0,0
-3.3,-6.4,79.0,24.0,17.0,24.1,100.84,-9.0,1.0,0.9659258262890684,-0.7354170229639858,2013,1,0,0,0,0,0,0,0,0
0.0,-7.1,59.0,25.0,23.0,24.1,99.73,-6.0,24.0,0.9659258262890684,-0.7236440382959124,2013,0,1,0,0,0,0,0,0,0
-1.3,-6.1,70.0,35.0,17.0,24.1,100.82,-6.0,132.0,-0.9659258262890684,-0.661634618242279,2013,0,1,0,0,0,0,0,0,0
-2.5,-6.0,77.0,4.0,6.0,24.1,100.97,-5.0,3.0,-0.5000000000000004,-0.661634618242279,2013,0,1,0,0,0,0,0,0,0
-3.0,-7.4,72.0,7.0,8.0,24.1,101.07,-6.0,3.0,0.2588190451025207,-0.6486295610349818,2013,0,1,0,0,0,0,0,0,0
-4.1,-8.4,72.0,6.0,10.0,24.1,101.17,-8.0,3.0,0.8660254037844386,-0.6486295610349818,2013,0,1,0,0,0,0,0,0,0
-5.3,-8.1,81.0,2.0,11.0,24.1,101.34,-10.0,3.0,0.9659258262890684,-0.6486295610349818,2013,0,1,0,0,0,0,0,0,0
-0.1,-4.4,73.0,33.0,26.0,24.1,100.17,-6.0,63.0,-0.5000000000000004,-0.622046748440868,2013,0,0,1,0,0,0,0,0,0
-0.1,-5.1,69.0,32.0,17.0,24.1,100.22,-5.0,3.0,0.2588190451025207,-0.6084768701151264,2013,0,0,1,0,0,0,0,0,0
-1.3,-5.7,72.0,26.0,5.0,24.1,100.11,-3.0,3.0,0.8660254037844386,-0.6084768701151264,2013,0,0,1,0,0,0,0,0,0
-1.6,-6.2,71.0,24.0,20.0,24.1,99.9,-7.0,3.0,0.9659258262890684,-0.6084768701151264,2013,0,1,0,0,0,0,0,0,0
-0.8,-3.2,84.0,28.0,43.0,1.6,99.72,-9.0,3.0,0.4999999999999999,-0.6084768701151264,2013,1,0,0,0,0,0,0,0,0
-0.7,-6.5,65.0,33.0,36.0,16.1,99.73,-8.0,3.0,-0.2588190451025208,-0.6084768701151264,2013,1,0,0,0,0,0,0,0,0
-4.2,-9.6,66.0,31.0,50.0,9.7,99.81,-14.0,2.0,-0.7071067811865471,-0.6084768701151264,2013,1,0,0,0,0,0,0,0,0
-4.8,-12.8,54.0,31.0,36.0,24.1,99.91,-13.0,1.0,-0.8660254037844385,-0.6084768701151264,2013,0,1,0,0,0,0,0,0,0
-7.6,-15.4,54.0,30.0,36.0,24.1,100.1,-17.0,3.0,-0.9659258262890684,-0.6084768701151264,2013,0,1,0,0,0,0,0,0,0
-8.6,-10.7,85.0,32.0,30.0,1.2,100.3,-18.0,3.0,-0.5000000000000004,-0.6084768701151264,2013,1,0,0,0,0,0,0,0,0
-9.6,-12.0,83.0,34.0,23.0,9.7,100.36,-18.0,1.0,-0.2588190451025215,-0.6084768701151264,2013,1,0,0,0,0,0,0,0,0
-10.5,-13.5,79.0,34.0,30.0,9.7,100.4,-20.0,1.0,0.0,-0.594726686960764,2013,1,0,0,0,0,0,0,0,0
-11.7,-15.0,77.0,35.0,26.0,19.3,100.44,-21.0,1.0,0.2588190451025207,-0.594726686960764,2013,1,0,0,0,0,0,0,0,0
-12.3,-15.6,77.0,32.0,26.0,24.1,100.53,-22.0,3.0,0.8660254037844386,-0.594726686960764,2013,0,1,0,0,0,0,0,0,0
-11.8,-14.9,78.0,31.0,14.0,24.1,100.7,-19.0,3.0,0.9659258262890684,-0.594726686960764,2013,0,1,0,0,0,0,0,0,0
-8.0,-12.2,72.0,32.0,22.0,24.1,100.89,-16.0,3.0,0.4999999999999999,-0.594726686960764,2013,0,1,0,0,0,0,0,0,0
-5.5,-11.7,62.0,35.0,13.0,24.1,100.82,-11.0,3.0,-0.2588190451025208,-0.594726686960764,2013,0,0,1,0,0,0,0,0,0
-5.8,-11.0,67.0,36.0,15.0,19.3,100.79,-12.0,1.0,-0.4999999999999997,-0.594726686960764,2013,1,0,0,0,0,0,0,0,0
-5.2,-12.9,55.0,32.0,22.0,24.1,100.84,-12.0,2.0,-0.8660254037844385,-0.594726686960764,2013,0,0,1,0,0,0,0,0,0
-7.3,-11.5,72.0,27.0,17.0,24.1,100.92,-14.0,3.0,-0.9659258262890684,-0.594726686960764,2013,0,1,0,0,0,0,0,0,0
-8.2,-10.9,81.0,24.0,13.0,24.1,100.86,-14.0,3.0,-0.5000000000000004,-0.594726686960764,2013,0,1,0,0,0,0,0,0,0
-7.9,-10.5,82.0,24.0,15.0,24.1,100.7,-14.0,3.0,0.2588190451025207,-0.5808002734538013,2013,0,1,0,0,0,0,0,0,0
-6.5,-12.6,62.0,21.0,21.0,24.1,100.58,-14.0,3.0,0.8660254037844386,-0.5808002734538013,2013,0,0,1,0,0,0,0,0,0
-4.2,-12.4,53.0,23.0,20.0,24.1,100.45,-11.0,3.0,0.9659258262890684,-0.5808002734538013,2013,0,0,1,0,0,0,0,0,0
-2.0,-9.4,57.0,22.0,24.0,24.1,100.23,-8.0,3.0,0.4999999999999999,-0.5808002734538013,2013,0,0,1,0,0,0,0,0,0
-0.6,-4.9,73.0,24.0,32.0,24.1,99.72,-7.0,12.0,-0.5000000000000004,-0.5808002734538013,2013,0,0,1,0,0,0,0,0,0
-0.8,-4.5,76.0,24.0,21.0,24.1,99.72,-6.0,3.0,0.2588190451025207,-0.5667017562911184,2013,0,0,1,0,0,0,0,0,0
-0.8,-4.0,79.0,23.0,14.0,24.1,99.75,-5.0,3.0,0.8660254037844386,-0.5667017562911184,2013,0,0,1,0,0,0,0,0,0
-0.6,-3.8,79.0,24.0,12.0,24.1,99.81,-5.0,3.0,0.9659258262890684,-0.5667017562911184,2013,0,0,1,0,0,0,0,0,0
-0.3,-3.9,77.0,22.0,10.0,9.7,99.82,-4.0,2.0,0.7071067811865476,-0.5667017562911184,2013,1,0,0,0,0,0,0,0,0
-0.2,-3.8,77.0,24.0,6.0,12.9,99.8,-2.0,1.0,0.4999999999999999,-0.5667017562911184,2013,1,0,0,0,0,0,0,0,0
0.0,-0.6,96.0,33.0,11.0,1.6,98.96,-4.0,14.0,0.0,-0.5524353131676203,2013,1,0,0,0,0,0,0,0,0
-0.1,-0.8,95.0,34.0,13.0,2.4,98.85,-4.0,1.0,0.2588190451025207,-0.5524353131676203,2013,1,0,0,0,0,0,0,0,0
-0.2,-1.1,94.0,34.0,15.0,2.0,98.76,-5.0,1.0,0.4999999999999999,-0.5524353131676203,2013,1,0,0,0,0,0,0,0,0
-0.4,-1.5,92.0,35.0,12.0,11.3,98.7,-4.0,1.0,0.7071067811865476,-0.5524353131676203,2013,1,0,0,0,0,0,0,0,0
-0.4,-1.5,92.0,32.0,13.0,19.3,98.63,-5.0,1.0,0.8660254037844386,-0.5524353131676203,2013,0,0,1,0,0,0,0,0,0
-0.4,-2.6,85.0,32.0,31.0,19.3,98.6,-7.0,3.0,0.9659258262890684,-0.5524353131676203,2013,1,0,0,0,0,0,0,0,0
-0.4,-5.2,70.0,33.0,33.0,24.1,98.68,-7.0,3.0,0.4999999999999999,-0.5524353131676203,2013,0,0,1,0,0,0,0,0,0
-2.3,-9.7,57.0,31.0,31.0,24.1,98.72,-10.0,6.0,-0.8660254037844385,-0.5524353131676203,2013,0,0,1,0,0,0,0,0,0
-2.9,-7.4,71.0,32.0,32.0,19.3,98.84,-10.0,1.0,-0.9659258262890684,-0.5524353131676203,2013,1,0,0,0,0,0,0,0,0
-3.3,-6.3,80.0,34.0,27.0,16.1,98.93,-10.0,1.0,-1.0,-0.5524353131676203,2013,1,0,0,0,0,0,0,0,0
-4.4,-6.9,83.0,35.0,22.0,9.7,98.98,-11.0,1.0,-0.9659258262890684,-0.5524353131676203,2013,1,0,0,0,0,0,0,0,0
-4.3,-6.5,85.0,32.0,26.0,4.8,99.06,-12.0,1.0,-0.8660254037844386,-0.5524353131676203,2013,1,0,0,0,0,0,0,0,0
-5.4,-8.0,82.0,32.0,28.0,19.3,99.23,-13.0,2.0,-0.5000000000000004,-0.5524353131676203,2013,1,0,0,0,0,0,0,0,0
-6.5,-9.7,78.0,35.0,31.0,19.3,99.31,-15.0,1.0,-0.2588190451025215,-0.5524353131676203,2013,1,0,0,0,0,0,0,0,0
-7.0,-10.7,75.0,34.0,27.0,16.1,99.45,-15.0,1.0,0.0,-0.5380051715382992,2013,1,0,0,0,0,0,0,0,0
-7.4,-10.6,78.0,33.0,28.0,16.1,99.55,-16.0,1.0,0.2588190451025207,-0.5380051715382992,2013,1,0,0,0,0,0,0,0,0
-7.6,-10.3,81.0,34.0,18.0,16.1,99.81,-14.0,2.0,0.7071067811865476,-0.5380051715382992,2013,1,0,0,0,0,0,0,0,0
-7.5,-11.4,74.0,33.0,22.0,24.1,99.94,-15.0,1.0,0.8660254037844386,-0.5380051715382992,2013,0,0,1,0,0,0,0,0,0
-7.7,-11.2,76.0,32.0,13.0,24.1,100.25,-13.0,3.0,0.9659258262890684,-0.5380051715382992,2013,0,0,1,0,0,0,0,0,0
-6.3,-11.3,68.0,25.0,14.0,24.1,100.47,-12.0,3.0,0.4999999999999999,-0.5380051715382992,2013,0,0,1,0,0,0,0,0,0
-3.3,-11.3,54.0,29.0,15.0,24.1,100.42,-8.0,3.0,-0.2588190451025208,-0.5380051715382992,2013,0,0,1,0,0,0,0,0,0
-3.4,-10.3,59.0,26.0,10.0,24.1,100.48,-7.0,3.0,-0.8660254037844385,-0.5380051715382992,2013,0,0,1,0,0,0,0,0,0
-3.7,-8.6,69.0,27.0,7.0,12.9,100.55,-7.0,1.0,-0.9659258262890684,-0.5380051715382992,2013,1,0,0,0,0,0,0,0,0
-4.8,-7.3,83.0,2.0,8.0,16.1,100.66,-8.0,1.0,-1.0,-0.5380051715382992,2013,1,0,0,0,0,0,0,0,0
-5.1,-8.4,78.0,2.0,12.0,16.1,100.74,-10.0,1.0,-0.9659258262890684,-0.5380051715382992,2013,1,0,0,0,0,0,0,0,0
-5.2,-9.1,74.0,36.0,15.0,19.3,100.77,-11.0,1.0,-0.8660254037844386,-0.5380051715382992,2013,1,0,0,0,0,0,0,0,0
-5.4,-9.7,72.0,1.0,12.0,19.3,100.77,-10.0,1.0,-0.7071067811865477,-0.5380051715382992,2013,1,0,0,0,0,0,0,0,0
-5.2,-10.6,66.0,1.0,6.0,24.1,100.83,-8.0,1.0,-0.5000000000000004,-0.5380051715382992,2013,0,0,1,0,0,0,0,0,0
-6.8,-10.5,75.0,36.0,11.0,24.1,100.97,-12.0,3.0,0.2588190451025207,-0.5234156073655503,2013,0,0,1,0,0,0,0,0,0
-9.1,-11.8,81.0,36.0,15.0,24.1,101.16,-16.0,3.0,0.8660254037844386,-0.5234156073655503,2013,0,1,0,0,0,0,0,0,0
-10.4,-14.7,71.0,34.0,10.0,24.1,101.43,-16.0,3.0,0.9659258262890684,-0.5234156073655503,2013,0,1,0,0,0,0,0,0,0
-3.4,-10.1,60.0,2.0,7.0,24.1,101.67,-6.0,6.0,-0.2588190451025208,-0.5234156073655503,2013,0,1,0,0,0,0,0,0,0
-3.0,-8.3,67.0,15.0,12.0,24.1,101.75,-7.0,3.0,-0.8660254037844385,-0.5234156073655503,2013,0,1,0,0,0,0,0,0,0
-3.7,-8.2,71.0,12.0,6.0,80.5,101.84,-6.0,3.0,-0.9659258262890684,-0.5234156073655503,2013,0,1,0,0,0,0,0,0,0
-3.8,-8.9,68.0,14.0,9.0,24.1,101.83,-8.0,3.0,-0.5000000000000004,-0.5234156073655503,2013,0,1,0,0,0,0,0,0,0
-3.5,-10.4,59.0,13.0,12.0,24.1,101.72,-8.0,3.0,0.2588190451025207,-0.5086709438521042,2013,0,1,0,0,0,0,0,0,0
-2.6,-11.2,52.0,14.0,16.0,24.1,101.56,-8.0,3.0,0.8660254037844386,-0.5086709438521042,2013,0,0,1,0,0,0,0,0,0
-2.5,-8.2,65.0,15.0,17.0,24.1,101.34,-8.0,3.0,0.9659258262890684,-0.5086709438521042,2013,0,0,1,0,0,0,0,0,0
-1.5,-6.3,70.0,16.0,19.0,24.1,101.08,-7.0,3.0,0.4999999999999999,-0.5086709438521042,2013,0,0,1,0,0,0,0,0,0
-0.2,-4.8,71.0,16.0,18.0,24.1,100.63,-5.0,3.0,-0.2588190451025208,-0.5086709438521042,2013,0,0,1,0,0,0,0,0,0
-2.9,-5.6,82.0,32.0,11.0,24.1,99.27,-7.0,63.0,0.8660254037844386,-0.4635502709028512,2013,0,1,0,0,0,0,0,0,0
-2.6,-5.1,83.0,34.0,5.0,24.1,99.31,-5.0,3.0,0.9659258262890684,-0.4635502709028512,2013,0,1,0,0,0,0,0,0,0
-0.2,-6.4,63.0,28.0,26.0,24.1,99.92,-6.0,72.0,0.9659258262890684,-0.4171936026123169,2013,0,0,1,0,0,0,0,0,0
-0.1,-6.7,61.0,30.0,23.0,24.1,100.06,-6.0,3.0,0.4999999999999999,-0.4171936026123169,2013,0,0,1,0,0,0,0,0,0
-0.4,-8.4,55.0,30.0,20.0,24.1,100.14,-6.0,3.0,-0.2588190451025208,-0.4171936026123169,2013,0,0,1,0,0,0,0,0,0
-0.8,-8.1,58.0,30.0,16.0,24.1,100.12,-6.0,3.0,-0.8660254037844385,-0.4171936026123169,2013,0,0,1,0,0,0,0,0,0
-1.5,-8.3,60.0,30.0,21.0,24.1,100.23,-7.0,3.0,-0.9659258262890684,-0.4171936026123169,2013,0,0,1,0,0,0,0,0,0
-2.1,-9.1,59.0,31.0,21.0,24.1,100.3,-8.0,3.0,-0.5000000000000004,-0.4171936026123169,2013,0,0,1,0,0,0,0,0,0
-2.2,-9.2,59.0,29.0,19.0,24.1,100.43,-8.0,3.0,0.2588190451025207,-0.4014879892059737,2013,0,0,1,0,0,0,0,0,0
-2.8,-9.1,62.0,31.0,18.0,24.1,100.51,-8.0,3.0,0.8660254037844386,-0.4014879892059737,2013,0,0,1,0,0,0,0,0,0
-4.5,-10.9,61.0,27.0,15.0,24.1,100.72,-10.0,3.0,0.9659258262890684,-0.4014879892059737,2013,0,0,1,0,0,0,0,0,0
-3.6,-10.1,61.0,28.0,18.0,24.1,100.78,-9.0,1.0,0.8660254037844387,-0.4014879892059737,2013,1,0,0,0,0,0,0,0,0
-3.3,-11.8,52.0,27.0,22.0,24.1,100.86,-10.0,1.0,0.7071067811865476,-0.4014879892059737,2013,1,0,0,0,0,0,0,0,0
-3.2,-11.7,52.0,29.0,28.0,24.1,100.91,-10.0,1.0,0.4999999999999999,-0.4014879892059737,2013,0,0,1,0,0,0,0,0,0
-2.4,-12.8,45.0,30.0,32.0,24.1,100.95,-10.0,3.0,-0.2588190451025208,-0.4014879892059737,2013,0,0,1,0,0,0,0,0,0
-2.5,-12.4,47.0,29.0,27.0,24.1,100.97,-9.0,1.0,-0.4999999999999997,-0.4014879892059737,2013,1,0,0,0,0,0,0,0,0
-2.8,-11.4,52.0,27.0,25.0,24.1,101.0,-10.0,1.0,-0.7071067811865471,-0.4014879892059737,2013,1,0,0,0,0,0,0,0,0
-3.4,-12.4,50.0,29.0,26.0,24.1,101.06,-10.0,1.0,-0.8660254037844385,-0.4014879892059737,2013,0,0,1,0,0,0,0,0,0
-4.8,-10.6,64.0,28.0,17.0,24.1,101.22,-11.0,3.0,-0.9659258262890684,-0.4014879892059737,2013,0,0,1,0,0,0,0,0,0
-7.1,-11.3,72.0,26.0,14.0,24.1,101.29,-13.0,3.0,-0.5000000000000004,-0.4014879892059737,2013,0,1,0,0,0,0,0,0,0
-7.2,-11.3,73.0,25.0,18.0,24.1,101.29,-14.0,3.0,0.2588190451025207,-0.3856634062436074,2013,0,1,0,0,0,0,0,0,0
-8.0,-11.5,76.0,24.0,13.0,24.1,101.31,-14.0,3.0,0.8660254037844386,-0.3856634062436074,2013,0,1,0,0,0,0,0,0,0
-7.7,-11.7,73.0,29.0,9.0,24.1,101.35,-12.0,3.0,0.9659258262890684,-0.3856634062436074,2013,0,0,1,0,0,0,0,0,0
-5.9,-11.7,64.0,32.0,9.0,24.1,101.32,-10.0,3.0,0.4999999999999999,-0.3856634062436074,2013,0,0,1,0,0,0,0,0,0
-3.5,-12.8,49.0,14.0,4.0,24.1,101.1,-5.0,3.0,-0.2588190451025208,-0.3856634062436074,2013,0,0,1,0,0,0,0,0,0
-3.5,-10.6,58.0,9.0,13.0,24.1,100.91,-8.0,3.0,-0.8660254037844385,-0.3856634062436074,2013,0,0,1,0,0,0,0,0,0
-2.3,-10.4,54.0,10.0,23.0,24.1,100.62,-9.0,3.0,-0.9659258262890684,-0.3856634062436074,2013,0,0,1,0,0,0,0,0,0
-1.2,-9.9,52.0,12.0,24.0,19.3,100.42,-7.0,2.0,-0.7071067811865477,-0.3856634062436074,2013,1,0,0,0,0,0,0,0,0
-1.7,-9.4,56.0,10.0,26.0,24.1,100.23,-8.0,1.0,-0.5000000000000004,-0.3856634062436074,2013,0,0,1,0,0,0,0,0,0
-1.8,-7.1,67.0,12.0,20.0,19.3,100.15,-8.0,1.0,-0.2588190451025215,-0.3856634062436074,2013,1,0,0,0,0,0,0,0,0
-1.6,-5.6,74.0,13.0,20.0,24.1,99.79,-7.0,2.0,0.2588190451025207,-0.3697245428906732,2013,0,0,1,0,0,0,0,0,0
-2.6,-3.9,91.0,11.0,21.0,4.0,99.62,-9.0,1.0,0.4999999999999999,-0.3697245428906732,2013,1,0,0,0,0,0,0,0,0
-2.3,-3.3,93.0,11.0,15.0,3.2,99.43,-7.0,1.0,0.7071067811865476,-0.3697245428906732,2013,1,0,0,0,0,0,0,0,0
-1.8,-3.4,89.0,12.0,24.0,6.4,99.2,-8.0,1.0,0.8660254037844386,-0.3697245428906732,2013,1,0,0,0,0,0,0,0,0
-1.6,-2.4,94.0,13.0,13.0,4.0,99.17,-6.0,1.0,0.9659258262890684,-0.3697245428906732,2013,1,0,0,0,0,0,0,0,0
-1.4,-2.2,94.0,14.0,12.0,3.2,99.06,-5.0,1.0,1.0,-0.3697245428906732,2013,1,0,0,0,0,0,0,0,0
-1.2,-1.9,95.0,14.0,12.0,2.4,98.95,-5.0,1.0,0.9659258262890684,-0.3697245428906732,2013,1,0,0,0,0,0,0,0,0
-0.6,-1.2,96.0,16.0,10.0,4.0,98.92,-4.0,1.0,0.8660254037844387,-0.3697245428906732,2013,1,0,0,0,0,0,0,0,0
0.0,-3.4,78.0,25.0,37.0,24.1,98.98,-7.0,5.0,-0.2588190451025208,-0.3697245428906732,2013,0,0,1,0,0,0,0,0,0
-0.4,-5.0,71.0,25.0,48.0,24.1,99.05,-9.0,3.0,-0.8660254037844385,-0.3697245428906732,2013,0,0,1,0,0,0,0,0,0
-1.2,-6.0,70.0,24.0,43.0,24.1,99.26,-9.0,3.0,-0.9659258262890684,-0.3697245428906732,2013,0,0,1,0,0,0,0,0,0
-2.5,-7.6,68.0,24.0,27.0,24.1,99.35,-9.0,3.0,-0.5000000000000004,-0.3697245428906732,2013,0,0,1,0,0,0,0,0,0
-4.3,-9.7,66.0,25.0,32.0,24.1,99.37,-12.0,3.0,0.2588190451025207,-0.3536761221763721,2013,0,0,1,0,0,0,0,0,0
-4.8,-9.8,68.0,25.0,29.0,24.1,99.41,-13.0,1.0,0.4999999999999999,-0.3536761221763721,2013,1,0,0,0,0,0,0,0,0
-5.4,-8.2,81.0,27.0,23.0,9.7,99.51,-13.0,1.0,0.7071067811865476,-0.3536761221763721,2013,1,0,0,0,0,0,0,0,0
-6.1,-13.1,58.0,26.0,31.0,24.1,99.56,-15.0,1.0,0.8660254037844386,-0.3536761221763721,2013,0,0,1,0,0,0,0,0,0
-8.9,-14.9,62.0,28.0,21.0,24.1,99.54,-17.0,3.0,0.9659258262890684,-0.3536761221763721,2013,0,0,1,0,0,0,0,0,0
-8.5,-13.8,66.0,26.0,21.0,24.1,99.52,-16.0,3.0,0.4999999999999999,-0.3536761221763721,2013,0,0,1,0,0,0,0,0,0
-7.2,-14.6,56.0,27.0,19.0,24.1,99.3,-14.0,3.0,-0.2588190451025208,-0.3536761221763721,2013,0,0,1,0,0,0,0,0,0
-6.8,-14.2,56.0,25.0,19.0,24.1,99.19,-14.0,3.0,-0.8660254037844385,-0.3536761221763721,2013,0,0,1,0,0,0,0,0,0
-7.6,-13.3,64.0,25.0,24.0,24.1,99.32,-16.0,3.0,-0.9659258262890684,-0.3536761221763721,2013,0,1,0,0,0,0,0,0,0
-7.5,-10.4,80.0,24.0,23.0,24.1,99.45,-15.0,3.0,-0.5000000000000004,-0.3536761221763721,2013,0,1,0,0,0,0,0,0,0
-6.4,-10.0,76.0,25.0,23.0,24.1,99.53,-14.0,1.0,-0.2588190451025215,-0.3536761221763721,2013,1,0,0,0,0,0,0,0,0
-6.2,-11.2,68.0,26.0,32.0,24.1,99.69,-15.0,2.0,0.2588190451025207,-0.3375228995941134,2013,0,0,1,0,0,0,0,0,0
-6.9,-12.8,63.0,25.0,28.0,24.1,99.86,-15.0,3.0,0.8660254037844386,-0.3375228995941134,2013,0,0,1,0,0,0,0,0,0
-6.7,-12.4,64.0,25.0,39.0,24.1,99.99,-16.0,3.0,0.9659258262890684,-0.3375228995941134,2013,0,0,1,0,0,0,0,0,0
-7.0,-11.1,73.0,25.0,24.0,19.3,99.99,-15.0,1.0,0.8660254037844387,-0.3375228995941134,2013,1,0,0,0,0,0,0,0,0
-5.9,-9.6,75.0,25.0,31.0,16.1,100.11,-14.0,2.0,0.4999999999999999,-0.3375228995941134,2013,1,0,0,0,0,0,0,0,0
-5.1,-10.1,68.0,28.0,33.0,16.1,100.07,-13.0,1.0,0.258819045102521,-0.3375228995941134,2013,1,0,0,0,0,0,0,0,0
-5.6,-12.2,60.0,27.0,43.0,24.1,100.01,-15.0,2.0,-0.2588190451025208,-0.3375228995941134,2013,0,0,1,0,0,0,0,0,0
-6.6,-14.5,54.0,27.0,26.0,24.1,100.08,-15.0,3.0,-0.8660254037844385,-0.3375228995941134,2013,0,1,0,0,0,0,0,0,0
-9.0,-14.1,67.0,26.0,24.0,24.1,100.27,-17.0,3.0,-0.9659258262890684,-0.3375228995941134,2013,0,1,0,0,0,0,0,0,0
-10.5,-13.6,78.0,25.0,21.0,24.1,100.36,-19.0,3.0,-0.5000000000000004,-0.3375228995941134,2013,0,1,0,0,0,0,0,0,0
-10.6,-13.6,79.0,26.0,5.0,24.1,100.45,-14.0,3.0,0.2588190451025207,-0.3212696616923651,2013,0,1,0,0,0,0,0,0,0
-11.5,-14.1,81.0,26.0,13.0,24.1,100.47,-18.0,3.0,0.8660254037844386,-0.3212696616923651,2013,0,1,0,0,0,0,0,0,0
-11.5,-15.1,75.0,25.0,26.0,24.1,100.48,-21.0,3.0,0.9659258262890684,-0.3212696616923651,2013,0,1,0,0,0,0,0,0,0
-10.6,-15.2,69.0,24.0,24.0,24.1,100.46,-19.0,3.0,0.4999999999999999,-0.3212696616923651,2013,0,0,1,0,0,0,0,0,0
-8.0,-14.9,58.0,26.0,31.0,24.1,100.15,-17.0,3.0,-0.2588190451025208,-0.3212696616923651,2013,0,0,1,0,0,0,0,0,0
-8.7,-15.6,58.0,24.0,29.0,24.1,99.95,-18.0,3.0,-0.8660254037844385,-0.3212696616923651,2013,0,1,0,0,0,0,0,0,0
-8.9,-13.4,70.0,24.0,29.0,19.3,99.75,-18.0,3.0,-0.9659258262890684,-0.3212696616923651,2013,1,0,0,0,0,0,0,0,0
-8.7,-14.2,65.0,24.0,32.0,19.3,99.73,-18.0,1.0,-0.8660254037844386,-0.3212696616923651,2013,1,0,0,0,0,0,0,0,0
-8.9,-13.8,68.0,23.0,33.0,24.1,99.62,-18.0,2.0,-0.5000000000000004,-0.3212696616923651,2013,0,0,1,0,0,0,0,0,0
-7.4,-11.4,73.0,24.0,29.0,24.1,99.57,-16.0,3.0,0.2588190451025207,-0.3049212246562894,2013,0,0,1,0,0,0,0,0,0
-7.4,-10.8,77.0,24.0,35.0,16.1,99.56,-17.0,2.0,0.7071067811865476,-0.3049212246562894,2013,1,0,0,0,0,0,0,0,0
-7.0,-10.5,76.0,24.0,34.0,16.1,99.53,-16.0,1.0,0.8660254037844386,-0.3049212246562894,2013,1,0,0,0,0,0,0,0,0
-6.4,-9.8,77.0,24.0,33.0,16.1,99.52,-15.0,1.0,0.9659258262890684,-0.3049212246562894,2013,1,0,0,0,0,0,0,0,0
-6.3,-8.4,85.0,25.0,26.0,16.1,99.58,-14.0,1.0,1.0,-0.3049212246562894,2013,1,0,0,0,0,0,0,0,0
