Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,Weather,DateTime,dtHours,sinTime,sinDay,year,Blowing Snow,Clear,Cloudy,Drizzle,Fog,Freezing Drizzle,Freezing Fog,Freezing Rain,Haze,Heavy Rain,Heavy Rain Showers,Heavy Snow,Ice Pellets,Mainly Clear,Moderate Hail,Moderate Rain,Moderate Rain Showers,Moderate Snow,Mostly Cloudy,Rain,Rain Showers,Smoke,Snow,Snow Grains,Snow Pellets,Snow Showers,Thunderstorms
2013,10,29,01:00,-1.5,-5.2,76.0,1.0,11.0,24.1,100.96,-5.0,Mainly Clear,2013-10-29 01:00:00,0.0,0.25881904510252074,-0.8840675099433637,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,10,29,04:00,-2.2,-5.9,76.0,36.0,10.0,24.1,100.98,-6.0,Mainly Clear,2013-10-29 04:00:00,3.0,0.8660254037844386,-0.8840675099433637,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,10,29,07:00,-2.7,-5.5,81.0,36.0,9.0,24.1,101.06,-6.0,Mainly Clear,2013-10-29 07:00:00,3.0,0.9659258262890683,-0.8840675099433637,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,3,04:00,-1.4,-5.1,76.0,35.0,14.0,24.1,100.13,-6.0,Mostly Cloudy,2013-11-03 04:00:00,117.0,0.8660254037844386,-0.8406184056344783,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,3,07:00,-2.3,-6.9,71.0,36.0,13.0,24.1,100.48,-7.0,Mainly Clear,2013-11-03 07:00:00,3.0,0.9659258262890683,-0.8406184056344783,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,3,22:00,-0.9,-7.3,62.0,31.0,5.0,24.1,101.27,-3.0,Clear,2013-11-03 22:00:00,15.0,-0.5000000000000004,-0.8406184056344783,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,4,01:00,-2.3,-7.1,70.0,27.0,4.0,24.1,101.34,-4.0,Clear,2013-11-04 01:00:00,3.0,0.25881904510252074,-0.8311706263658079,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,4,04:00,-3.8,-7.4,76.0,36.0,5.0,24.1,101.44,-6.0,Mainly Clear,2013-11-04 04:00:00,3.0,0.8660254037844386,-0.8311706263658079,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,4,07:00,-1.9,-6.7,70.0,2.0,5.0,24.1,101.55,-4.0,Mostly Cloudy,2013-11-04 07:00:00,3.0,0.9659258262890683,-0.8311706263658079,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,11,22:00,-1.0,-7.0,64.0,32.0,30.0,24.1,99.87,-8.0,Cloudy,2013-11-11 22:00:00,183.0,-0.5000000000000004,-0.7583058084785625,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,12,01:00,-3.3,-5.9,82.0,34.0,16.0,24.1,100.09,-9.0,Mostly Cloudy,2013-11-12 01:00:00,3.0,0.25881904510252074,-0.7469720876965551,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,12,04:00,-4.4,-7.5,79.0,33.0,13.0,24.1,100.28,-9.0,Mainly Clear,2013-11-12 04:00:00,3.0,0.8660254037844386,-0.7469720876965551,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,12,07:00,-4.4,-6.9,83.0,33.0,17.0,24.1,100.52,-10.0,Clear,2013-11-12 07:00:00,3.0,0.9659258262890683,-0.7469720876965551,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,12,10:00,-0.1,-7.4,58.0,31.0,33.0,24.1,100.65,-7.0,Mainly Clear,2013-11-12 10:00:00,3.0,0.49999999999999994,-0.7469720876965551,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,12,16:00,-0.9,-11.4,45.0,30.0,29.0,24.1,100.69,-8.0,Mostly Cloudy,2013-11-12 16:00:00,6.0,-0.8660254037844385,-0.7469720876965551,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,12,19:00,-3.1,-9.6,61.0,29.0,20.0,24.1,100.77,-9.0,Mainly Clear,2013-11-12 19:00:00,3.0,-0.9659258262890684,-0.7469720876965551,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,12,22:00,-4.2,-10.2,63.0,28.0,14.0,24.1,100.86,-9.0,Mostly Cloudy,2013-11-12 22:00:00,3.0,-0.5000000000000004,-0.7469720876965551,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,13,01:00,-5.9,-10.5,70.0,32.0,10.0,24.1,100.9,-10.0,Clear,2013-11-13 01:00:00,3.0,0.25881904510252074,-0.7354170229639858,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,13,04:00,-4.7,-9.2,71.0,32.0,5.0,24.1,100.87,-7.0,Mostly Cloudy,2013-11-13 04:00:00,3.0,0.8660254037844386,-0.7354170229639858,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,13,06:00,-4.1,-8.4,72.0,19.0,9.0,24.1,100.82,-8.0,Snow,2013-11-13 06:00:00,2.0,1.0,-0.7354170229639858,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,11,13,07:00,-3.3,-6.4,79.0,24.0,17.0,24.1,100.84,-9.0,Snow,2013-11-13 07:00:00,1.0,0.9659258262890683,-0.7354170229639858,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,11,14,07:00,0.0,-7.1,59.0,25.0,23.0,24.1,99.73,-6.0,Mainly Clear,2013-11-14 07:00:00,24.0,0.9659258262890683,-0.7236440382959124,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,19,19:00,-1.3,-6.1,70.0,35.0,17.0,24.1,100.82,-6.0,Mainly Clear,2013-11-19 19:00:00,132.0,-0.9659258262890684,-0.661634618242279,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,19,22:00,-2.5,-6.0,77.0,4.0,6.0,24.1,100.97,-5.0,Mainly Clear,2013-11-19 22:00:00,3.0,-0.5000000000000004,-0.661634618242279,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,20,01:00,-3.0,-7.4,72.0,7.0,8.0,24.1,101.07,-6.0,Clear,2013-11-20 01:00:00,3.0,0.25881904510252074,-0.6486295610349818,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,20,04:00,-4.1,-8.4,72.0,6.0,10.0,24.1,101.17,-8.0,Clear,2013-11-20 04:00:00,3.0,0.8660254037844386,-0.6486295610349818,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,20,07:00,-5.3,-8.1,81.0,2.0,11.0,24.1,101.34,-10.0,Mainly Clear,2013-11-20 07:00:00,3.0,0.9659258262890683,-0.6486295610349818,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,22,22:00,-0.1,-4.4,73.0,33.0,26.0,24.1,100.17,-6.0,Mostly Cloudy,2013-11-22 22:00:00,63.0,-0.5000000000000004,-0.622046748440868,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,23,01:00,-0.1,-5.1,69.0,32.0,17.0,24.1,100.22,-5.0,Mostly Cloudy,2013-11-23 01:00:00,3.0,0.25881904510252074,-0.6084768701151264,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,23,04:00,-1.3,-5.7,72.0,26.0,5.0,24.1,100.11,-3.0,Mostly Cloudy,2013-11-23 04:00:00,3.0,0.8660254037844386,-0.6084768701151264,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,23,07:00,-1.6,-6.2,71.0,24.0,20.0,24.1,99.9,-7.0,Mainly Clear,2013-11-23 07:00:00,3.0,0.9659258262890683,-0.6084768701151264,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,23,10:00,-0.8,-3.2,84.0,28.0,43.0,1.6,99.72,-9.0,Snow Showers,2013-11-23 10:00:00,3.0,0.49999999999999994,-0.6084768701151264,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,23,13:00,-0.7,-6.5,65.0,33.0,36.0,16.1,99.73,-8.0,Snow Showers,2013-11-23 13:00:00,3.0,-0.2588190451025208,-0.6084768701151264,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,23,15:00,-4.2,-9.6,66.0,31.0,50.0,9.7,99.81,-14.0,Snow Showers,2013-11-23 15:00:00,2.0,-0.7071067811865471,-0.6084768701151264,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,23,16:00,-4.8,-12.8,54.0,31.0,36.0,24.1,99.91,-13.0,Mainly Clear,2013-11-23 16:00:00,1.0,-0.8660254037844385,-0.6084768701151264,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,23,19:00,-7.6,-15.4,54.0,30.0,36.0,24.1,100.1,-17.0,Mainly Clear,2013-11-23 19:00:00,3.0,-0.9659258262890684,-0.6084768701151264,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,23,22:00,-8.6,-10.7,85.0,32.0,30.0,1.2,100.3,-18.0,Snow Showers,2013-11-23 22:00:00,3.0,-0.5000000000000004,-0.6084768701151264,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,23,23:00,-9.6,-12.0,83.0,34.0,23.0,9.7,100.36,-18.0,Snow Showers,2013-11-23 23:00:00,1.0,-0.25881904510252157,-0.6084768701151264,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,24,00:00,-10.5,-13.5,79.0,34.0,30.0,9.7,100.4,-20.0,Snow Showers,2013-11-24 00:00:00,1.0,0.0,-0.594726686960764,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,24,01:00,-11.7,-15.0,77.0,35.0,26.0,19.3,100.44,-21.0,Snow Showers,2013-11-24 01:00:00,1.0,0.25881904510252074,-0.594726686960764,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,24,04:00,-12.3,-15.6,77.0,32.0,26.0,24.1,100.53,-22.0,Mainly Clear,2013-11-24 04:00:00,3.0,0.8660254037844386,-0.594726686960764,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,24,07:00,-11.8,-14.9,78.0,31.0,14.0,24.1,100.7,-19.0,Mainly Clear,2013-11-24 07:00:00,3.0,0.9659258262890683,-0.594726686960764,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,24,10:00,-8.0,-12.2,72.0,32.0,22.0,24.1,100.89,-16.0,Clear,2013-11-24 10:00:00,3.0,0.49999999999999994,-0.594726686960764,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,24,13:00,-5.5,-11.7,62.0,35.0,13.0,24.1,100.82,-11.0,Mostly Cloudy,2013-11-24 13:00:00,3.0,-0.2588190451025208,-0.594726686960764,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,24,14:00,-5.8,-11.0,67.0,36.0,15.0,19.3,100.79,-12.0,Snow Showers,2013-11-24 14:00:00,1.0,-0.4999999999999997,-0.594726686960764,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,24,16:00,-5.2,-12.9,55.0,32.0,22.0,24.1,100.84,-12.0,Mostly Cloudy,2013-11-24 16:00:00,2.0,-0.8660254037844385,-0.594726686960764,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,24,19:00,-7.3,-11.5,72.0,27.0,17.0,24.1,100.92,-14.0,Mainly Clear,2013-11-24 19:00:00,3.0,-0.9659258262890684,-0.594726686960764,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,24,22:00,-8.2,-10.9,81.0,24.0,13.0,24.1,100.86,-14.0,Mainly Clear,2013-11-24 22:00:00,3.0,-0.5000000000000004,-0.594726686960764,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,25,01:00,-7.9,-10.5,82.0,24.0,15.0,24.1,100.7,-14.0,Clear,2013-11-25 01:00:00,3.0,0.25881904510252074,-0.5808002734538013,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,25,04:00,-6.5,-12.6,62.0,21.0,21.0,24.1,100.58,-14.0,Cloudy,2013-11-25 04:00:00,3.0,0.8660254037844386,-0.5808002734538013,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,25,07:00,-4.2,-12.4,53.0,23.0,20.0,24.1,100.45,-11.0,Mostly Cloudy,2013-11-25 07:00:00,3.0,0.9659258262890683,-0.5808002734538013,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,25,10:00,-2.0,-9.4,57.0,22.0,24.0,24.1,100.23,-8.0,Mostly Cloudy,2013-11-25 10:00:00,3.0,0.49999999999999994,-0.5808002734538013,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,25,22:00,-0.6,-4.9,73.0,24.0,32.0,24.1,99.72,-7.0,Cloudy,2013-11-25 22:00:00,12.0,-0.5000000000000004,-0.5808002734538013,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,26,01:00,-0.8,-4.5,76.0,24.0,21.0,24.1,99.72,-6.0,Cloudy,2013-11-26 01:00:00,3.0,0.25881904510252074,-0.5667017562911184,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,26,04:00,-0.8,-4.0,79.0,23.0,14.0,24.1,99.75,-5.0,Cloudy,2013-11-26 04:00:00,3.0,0.8660254037844386,-0.5667017562911184,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,26,07:00,-0.6,-3.8,79.0,24.0,12.0,24.1,99.81,-5.0,Cloudy,2013-11-26 07:00:00,3.0,0.9659258262890683,-0.5667017562911184,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,26,09:00,-0.3,-3.9,77.0,22.0,10.0,9.7,99.82,-4.0,Snow Grains,2013-11-26 09:00:00,2.0,0.7071067811865476,-0.5667017562911184,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,11,26,10:00,-0.2,-3.8,77.0,24.0,6.0,12.9,99.8,-2.0,Snow Grains,2013-11-26 10:00:00,1.0,0.49999999999999994,-0.5667017562911184,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,11,27,00:00,0.0,-0.6,96.0,33.0,11.0,1.6,98.96,-4.0,Snow,2013-11-27 00:00:00,14.0,0.0,-0.5524353131676203,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,11,27,01:00,-0.1,-0.8,95.0,34.0,13.0,2.4,98.85,-4.0,Snow,2013-11-27 01:00:00,1.0,0.25881904510252074,-0.5524353131676203,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,11,27,02:00,-0.2,-1.1,94.0,34.0,15.0,2.0,98.76,-5.0,Snow,2013-11-27 02:00:00,1.0,0.49999999999999994,-0.5524353131676203,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,11,27,03:00,-0.4,-1.5,92.0,35.0,12.0,11.3,98.7,-4.0,Snow,2013-11-27 03:00:00,1.0,0.7071067811865476,-0.5524353131676203,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,11,27,04:00,-0.4,-1.5,92.0,32.0,13.0,19.3,98.63,-5.0,Cloudy,2013-11-27 04:00:00,1.0,0.8660254037844386,-0.5524353131676203,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,27,07:00,-0.4,-2.6,85.0,32.0,31.0,19.3,98.6,-7.0,Snow,2013-11-27 07:00:00,3.0,0.9659258262890683,-0.5524353131676203,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,11,27,10:00,-0.4,-5.2,70.0,33.0,33.0,24.1,98.68,-7.0,Mostly Cloudy,2013-11-27 10:00:00,3.0,0.49999999999999994,-0.5524353131676203,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,27,16:00,-2.3,-9.7,57.0,31.0,31.0,24.1,98.72,-10.0,Mostly Cloudy,2013-11-27 16:00:00,6.0,-0.8660254037844385,-0.5524353131676203,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,27,17:00,-2.9,-7.4,71.0,32.0,32.0,19.3,98.84,-10.0,Snow Showers,2013-11-27 17:00:00,1.0,-0.9659258262890683,-0.5524353131676203,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,27,18:00,-3.3,-6.3,80.0,34.0,27.0,16.1,98.93,-10.0,Snow Showers,2013-11-27 18:00:00,1.0,-1.0,-0.5524353131676203,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,27,19:00,-4.4,-6.9,83.0,35.0,22.0,9.7,98.98,-11.0,Snow Showers,2013-11-27 19:00:00,1.0,-0.9659258262890684,-0.5524353131676203,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,27,20:00,-4.3,-6.5,85.0,32.0,26.0,4.8,99.06,-12.0,Snow Showers,2013-11-27 20:00:00,1.0,-0.8660254037844386,-0.5524353131676203,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,27,22:00,-5.4,-8.0,82.0,32.0,28.0,19.3,99.23,-13.0,Snow Showers,2013-11-27 22:00:00,2.0,-0.5000000000000004,-0.5524353131676203,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,27,23:00,-6.5,-9.7,78.0,35.0,31.0,19.3,99.31,-15.0,"Snow Showers,Blowing Snow",2013-11-27 23:00:00,1.0,-0.25881904510252157,-0.5524353131676203,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,28,00:00,-7.0,-10.7,75.0,34.0,27.0,16.1,99.45,-15.0,"Snow Showers,Blowing Snow",2013-11-28 00:00:00,1.0,0.0,-0.5380051715382992,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,28,01:00,-7.4,-10.6,78.0,33.0,28.0,16.1,99.55,-16.0,"Snow Showers,Blowing Snow",2013-11-28 01:00:00,1.0,0.25881904510252074,-0.5380051715382992,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,28,03:00,-7.6,-10.3,81.0,34.0,18.0,16.1,99.81,-14.0,Snow Showers,2013-11-28 03:00:00,2.0,0.7071067811865476,-0.5380051715382992,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,28,04:00,-7.5,-11.4,74.0,33.0,22.0,24.1,99.94,-15.0,Mostly Cloudy,2013-11-28 04:00:00,1.0,0.8660254037844386,-0.5380051715382992,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,28,07:00,-7.7,-11.2,76.0,32.0,13.0,24.1,100.25,-13.0,Mostly Cloudy,2013-11-28 07:00:00,3.0,0.9659258262890683,-0.5380051715382992,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,28,10:00,-6.3,-11.3,68.0,25.0,14.0,24.1,100.47,-12.0,Mostly Cloudy,2013-11-28 10:00:00,3.0,0.49999999999999994,-0.5380051715382992,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,28,13:00,-3.3,-11.3,54.0,29.0,15.0,24.1,100.42,-8.0,Mostly Cloudy,2013-11-28 13:00:00,3.0,-0.2588190451025208,-0.5380051715382992,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,28,16:00,-3.4,-10.3,59.0,26.0,10.0,24.1,100.48,-7.0,Cloudy,2013-11-28 16:00:00,3.0,-0.8660254037844385,-0.5380051715382992,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,28,17:00,-3.7,-8.6,69.0,27.0,7.0,12.9,100.55,-7.0,Snow Showers,2013-11-28 17:00:00,1.0,-0.9659258262890683,-0.5380051715382992,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,28,18:00,-4.8,-7.3,83.0,2.0,8.0,16.1,100.66,-8.0,Snow Showers,2013-11-28 18:00:00,1.0,-1.0,-0.5380051715382992,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,28,19:00,-5.1,-8.4,78.0,2.0,12.0,16.1,100.74,-10.0,Snow Showers,2013-11-28 19:00:00,1.0,-0.9659258262890684,-0.5380051715382992,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,28,20:00,-5.2,-9.1,74.0,36.0,15.0,19.3,100.77,-11.0,Snow Showers,2013-11-28 20:00:00,1.0,-0.8660254037844386,-0.5380051715382992,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,28,21:00,-5.4,-9.7,72.0,1.0,12.0,19.3,100.77,-10.0,Snow Showers,2013-11-28 21:00:00,1.0,-0.7071067811865477,-0.5380051715382992,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11,28,22:00,-5.2,-10.6,66.0,1.0,6.0,24.1,100.83,-8.0,Cloudy,2013-11-28 22:00:00,1.0,-0.5000000000000004,-0.5380051715382992,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,29,01:00,-6.8,-10.5,75.0,36.0,11.0,24.1,100.97,-12.0,Mostly Cloudy,2013-11-29 01:00:00,3.0,0.25881904510252074,-0.5234156073655503,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,11,29,04:00,-9.1,-11.8,81.0,36.0,15.0,24.1,101.16,-16.0,Mainly Clear,2013-11-29 04:00:00,3.0,0.8660254037844386,-0.5234156073655503,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,29,07:00,-10.4,-14.7,71.0,34.0,10.0,24.1,101.43,-16.0,Clear,2013-11-29 07:00:00,3.0,0.9659258262890683,-0.5234156073655503,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,29,13:00,-3.4,-10.1,60.0,2.0,7.0,24.1,101.67,-6.0,Clear,2013-11-29 13:00:00,6.0,-0.2588190451025208,-0.5234156073655503,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,29,16:00,-3.0,-8.3,67.0,15.0,12.0,24.1,101.75,-7.0,Mainly Clear,2013-11-29 16:00:00,3.0,-0.8660254037844385,-0.5234156073655503,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,29,19:00,-3.7,-8.2,71.0,12.0,6.0,80.5,101.84,-6.0,Mainly Clear,2013-11-29 19:00:00,3.0,-0.9659258262890684,-0.5234156073655503,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,29,22:00,-3.8,-8.9,68.0,14.0,9.0,24.1,101.83,-8.0,Mainly Clear,2013-11-29 22:00:00,3.0,-0.5000000000000004,-0.5234156073655503,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
